Source,Target
749641,281537
749641,999161
749641,542824
749641,443410
749641,243858
749641,741020
749641,598520
749641,244009
749641,898725
749641,785783
749641,562648
749641,183344
749641,829126
749641,765934
749641,153966
749641,394582
749641,619653
749641,320850
749641,392235
749641,281335
749641,427110
749641,710762
749641,898279
749641,187738
749641,900288
701325,741733
701325,726144
701325,957570
701325,978433
701325,442950
701325,633917
701325,152017
701325,933473
701325,816376
701325,681219
701325,579139
701325,683255
701325,663185
477067,569823
648431,126847
648431,268283
648431,916337
648431,153609
648431,579596
137630,132333
137630,157911
137630,939640
137630,955845
137630,915196
137630,563634
714823,556726
714823,459007
714823,624931
517964,986803
517964,258311
517964,382947
517964,674992
517964,446164
517964,258447
517964,308441
517964,962495
517964,551341
517964,474305
517964,860456
517964,715729
517964,873289
517964,161914
517964,998815
517964,854832
517964,550204
517964,778970
517964,733797
517964,760139
517964,522882
517964,578900
517964,314973
517964,563943
517964,913597
177735,911575
177735,796365
177735,609870
177735,834273
177735,579703
177735,307101
177735,320571
177735,240145
177735,239076
177735,708013
177735,349601
177735,854677
177735,960314
177735,172090
177735,650672
177735,453419
177735,117258
177735,442521
177735,151743
177735,593611
177735,637852
177735,212240
177735,612954
177735,353378
177735,617135
177735,139969
177735,841323
177735,254630
177735,372673
177735,935003
177735,367815
177735,380229
177735,822373
177735,806286
177735,263360
177735,550192
177735,419985
177735,108352
177735,618636
177735,770934
177735,218229
177735,171954
177735,725036
177735,184138
177735,760298
177735,982248
177735,257114
177735,613495
177735,605968
177735,676508
177735,894202
177735,700383
177735,347189
177735,684338
177735,164032
177735,216372
177735,453826
177735,966778
177735,748553
177735,153432
177735,223615
177735,118400
177735,484442
177735,188171
177735,716376
177735,116479
177735,587754
177735,658744
177735,603232
177735,508959
177735,578406
177735,665493
177735,404636
177735,539852
177735,299393
177735,135524
177735,936449
177735,974339
177735,348690
177735,288741
177735,153363
177735,271861
177735,814162
177735,311129
177735,358377
177735,231499
177735,390016
177735,391043
177735,164765
177735,166356
177735,959995
177735,404146
177735,655344
177735,837415
177735,686335
177735,383012
177735,687808
177735,979805
177735,105362
177735,323895
261138,552283
261138,145613
375000,440890
375000,994877
375000,301376
375000,776692
375000,955412
375000,338723
375000,648465
375000,164992
375000,774607
375000,256979
375000,764297
669553,148624
669553,288741
669553,862401
669553,868580
925157,680782
925157,983314
925157,675179
750676,586519
750676,534991
853173,897802
853173,211026
853173,820951
378240,352267
378240,581923
378240,876792
378240,531152
378240,240440
683255,924197
683255,562958
683255,307937
683255,741733
683255,726144
683255,875260
683255,167072
683255,984678
683255,794486
683255,442950
683255,633917
683255,278450
683255,489801
683255,742541
683255,767655
683255,709483
683255,568684
683255,584769
683255,782906
683255,669983
683255,284199
683255,871714
683255,188511
683255,919950
683255,332192
683255,918207
683255,351677
683255,289895
683255,996584
683255,355643
683255,684257
683255,123653
683255,637852
683255,961655
683255,115621
683255,608731
683255,352608
683255,820682
683255,558946
683255,180000
683255,623418
683255,258447
683255,184151
683255,400983
683255,978317
683255,550192
683255,398651
683255,408960
683255,406382
683255,356430
683255,736930
683255,312010
683255,776800
683255,138047
683255,362770
683255,960967
683255,615930
683255,739237
683255,994303
683255,456811
683255,472742
683255,232144
683255,288416
683255,807837
683255,604656
683255,389797
238911,305669
238911,328761
238911,884260
238911,351677
238911,355643
238911,429275
238911,399754
238911,190877
238911,951739
238911,891111
238911,897140
238911,118893
238911,961142
238911,563943
238911,556769
238911,478790
849613,243896
898770,784358
898770,788050
898770,500276
928404,260878
636363,152304
636363,971644
636363,438583
636363,944669
636363,678455
636363,151743
636363,637852
636363,579552
636363,913423
636363,558946
636363,192266
636363,517084
636363,199267
636363,873484
636363,372673
636363,773810
636363,813773
636363,742105
636363,483436
636363,143544
636363,359252
636363,930530
636363,144045
636363,508104
636363,521971
636363,676555
636363,934465
636363,885198
636363,911504
636363,646911
636363,233066
636363,533140
636363,142820
636363,589699
636363,885849
636363,439817
636363,513709
940962,562958
940962,848469
940962,783804
940962,466449
940962,995012
940962,656554
940962,968954
940962,231248
940962,848929
940962,689610
940962,664976
940962,166911
940962,381034
940962,553429
940962,449907
940962,156487
940962,943832
940962,117731
940962,523373
940962,778586
940962,938235
940962,973633
940962,622826
940962,466840
940962,529805
940962,670024
940962,393862
940962,816970
940962,885198
940962,321319
940962,675838
940962,349635
940962,324577
940962,746756
940962,412989
940962,516113
940962,907225
940962,644390
940962,859222
940962,666566
940962,199511
940962,295843
940962,203348
940962,156806
940962,345037
940962,851069
940962,325165
940962,575316
940962,972185
940962,906583
940962,193718
940962,577125
940962,997306
940962,475771
940962,835465
940962,214996
940962,693530
940962,923408
940962,336612
940962,489714
885104,890309
885104,971644
885104,404736
885104,549152
885104,968954
885104,406308
885104,951908
885104,558946
885104,386150
885104,899979
885104,372673
885104,934797
885104,390729
885104,813383
885104,408960
885104,359252
885104,690909
885104,679553
885104,391019
885104,915566
885104,298846
885104,961142
885104,796432
885104,563151
938228,373725
611693,540934
351334,562958
351334,225295
351334,609870
351334,681219
351334,967104
351334,728998
351334,319346
351334,355643
351334,532045
351334,131039
351334,184151
351334,406382
351334,496264
351334,184688
351334,633213
351334,828064
351334,852819
351334,922803
351334,123385
351334,840547
351334,233411
351334,447273
351334,769880
351334,136164
351334,825439
635713,339728
635713,207909
635713,278232
635713,632521
635713,354239
635713,254667
635713,569316
635713,402301
635713,994000
635713,627666
635713,513010
195959,842612
195959,211537
195959,666034
195959,822722
195959,411972
195959,520309
304523,548406
705478,642983
705478,431689
705478,667912
399025,447899
400352,518210
111409,209919
111409,161663
111409,839228
111409,971766
111409,106507
111409,932339
111409,437212
622579,476139
622579,403138
622579,906431
900831,184650
900831,805775
900831,716300
900831,607556
900831,335665
900831,810825
900831,183385
900831,650256
900831,297403
900831,705643
900831,188363
900831,639842
900831,186393
900831,820682
900831,483563
900831,596974
900831,790095
900831,259377
900831,752733
900831,995189
900831,345206
900831,117121
900831,566194
900831,496264
900831,545539
900831,216658
900831,138047
900831,562577
900831,147192
900831,308064
900831,783788
900831,668313
900831,576135
900831,650206
900831,724669
900831,809833
900831,366163
900831,792130
900831,295053
900831,339449
900831,946223
441371,807261
441371,829970
441371,193061
441371,609463
441371,354207
441371,330857
441371,459722
441371,237633
441371,266554
875201,607556
875201,430066
875201,926130
875201,757435
875201,430368
875201,508876
875201,764724
875201,671757
875201,116896
716641,489249
982922,623248
982922,335732
982922,859253
982922,558946
982922,952384
982922,666034
982922,457582
982922,374381
982922,865215
786241,601325
786241,978684
612199,546601
504658,421802
504658,362770
156792,562958
156792,225284
156792,477408
156792,992744
156792,715160
859500,562958
859500,823236
859500,342503
859500,805775
859500,815076
859500,108184
859500,514026
859500,904096
859500,355643
859500,569308
859500,123653
859500,963899
859500,824958
859500,558946
859500,743477
859500,657307
859500,394708
859500,345928
859500,262714
859500,230897
859500,509800
596783,517213
596783,820682
596783,951739
596783,382124
596783,985814
596783,507586
463084,757852
463084,153608
463084,262495
463084,842383
457917,835086
457917,231557
746815,115621
746815,570910
746815,563570
746815,427147
746815,274006
253722,882137
321426,971644
321426,206296
321426,496507
321426,343905
321426,429109
321426,180000
321426,787966
321426,158125
329272,726144
329272,844547
329272,607330
329272,824407
329272,681725
280995,565158
280995,662928
280995,649780
280995,238847
280995,352159
280995,406255
280995,296873
280995,247633
280995,288741
280995,412393
853537,120818
295232,417502
295232,805297
359740,668562
359740,717233
359740,940825
359740,447897
359740,923007
359740,425388
359740,716286
359740,881978
359740,651320
359740,625088
268860,545611
268860,496507
268860,438659
268860,637852
268860,268120
268860,733367
268860,728005
268860,289441
268860,483194
268860,880577
268860,927499
268860,674049
268860,296873
268860,813314
268860,190998
268860,526797
268860,900807
451981,957570
451981,875260
451981,718191
451981,985037
451981,124876
451981,131413
451981,730545
451981,227376
451981,904386
451981,355643
451981,429275
451981,546530
451981,842612
451981,897756
451981,211537
451981,951888
451981,327782
451981,312277
451981,306723
451981,148358
451981,541715
451981,474371
451981,358148
451981,408538
451981,321312
451981,336791
451981,864967
451981,371064
451981,106799
451981,268641
451981,983256
451981,288416
451981,181444
451981,602386
451981,492518
451981,259479
427925,318557
427925,124734
881092,609870
881092,255238
881092,745835
881092,689452
881092,960293
881092,795647
881092,278653
881092,253026
698724,160658
698724,944627
698724,884570
698724,456198
437195,955412
437195,774607
437195,380129
202238,842595
202238,378967
202238,201429
202238,761882
202238,349396
202238,374240
202238,203961
202238,765014
202238,270029
202238,246533
202238,349164
202238,513566
202238,352066
202238,487875
202238,133963
202238,233844
202238,397061
202238,244673
202238,166927
202238,414706
202238,934412
202238,796809
202238,108394
202238,812253
548413,856108
548413,584769
548413,340291
548413,750557
548413,180000
548413,400218
548413,762900
548413,433342
141640,332361
141640,450723
141640,382734
141640,275150
141640,267760
141640,774706
991786,431096
991786,965217
991786,514029
211731,362770
136507,193471
136507,251611
136507,337023
136507,257114
136507,105896
136507,791951
136507,183113
136507,963132
136507,295158
136507,412393
620886,772286
620886,195831
620886,355271
656307,404736
656307,862750
656307,711183
656307,954193
656307,961678
656307,336686
656307,308277
656307,266769
656307,676457
656307,931860
656307,246289
656307,245560
656307,294609
656307,555347
656307,463445
656307,612695
656307,655587
656307,971409
656307,998344
656307,829410
656307,659594
656307,348524
656307,755236
656307,801190
656307,597117
656307,824925
187245,517654
187245,726834
938353,551092
922060,722049
922060,319869
922060,123893
223040,191947
223040,185075
688683,763961
688683,503221
450867,342503
450867,305285
450867,238635
450867,779824
450867,118859
909036,689721
909036,587509
909036,858926
909036,102501
909036,906160
909036,733167
909036,107613
909036,222188
909036,872088
909036,314206
909036,454617
437196,679870
437196,655062
437196,527357
437196,526797
723247,579717
723247,261927
277021,862566
277021,161743
277021,439008
277021,966012
277021,687496
277021,979041
277021,263838
227664,894152
227664,430512
227664,759165
227664,830512
227664,705052
227664,382795
227664,588432
227664,876792
227664,107650
227664,452062
227664,992906
227664,418072
227664,404414
227664,603921
227664,449237
227664,877551
227664,485160
227664,732955
227664,313684
227664,733733
227664,838773
227664,532251
227664,251108
227664,113216
227664,420513
227664,630969
227664,600801
227664,636191
227664,531152
227664,931875
227664,949108
227664,429454
227664,636618
775626,514333
775626,817911
775626,170320
638549,776255
638549,773728
638549,905327
638549,923731
638549,391757
638549,774607
834797,636473
980244,153609
980244,190474
980244,803945
980244,901419
980244,453164
433238,304397
433238,451877
433238,869995
433238,150399
433238,673146
715459,562958
715459,429275
715459,562149
715459,362770
715459,505743
715459,447273
180000,512461
180000,301108
180000,426751
180000,225295
180000,459569
180000,957297
180000,141729
180000,220192
180000,167072
180000,489089
180000,606263
180000,161769
180000,978433
180000,464366
180000,718191
180000,531175
180000,137895
180000,389547
180000,408448
180000,149433
180000,742541
180000,255538
180000,508476
180000,869221
180000,800558
180000,874299
180000,663869
180000,259486
180000,933473
180000,659864
180000,350194
180000,797677
180000,856108
180000,632737
180000,287307
180000,504017
180000,169983
180000,725334
180000,678035
180000,394360
180000,798036
180000,735147
180000,777854
180000,971644
180000,280698
180000,599235
180000,181268
180000,745835
180000,934818
180000,845886
180000,185268
180000,738062
180000,128028
180000,328761
180000,519181
180000,490617
180000,716269
180000,306266
180000,293710
180000,206296
180000,976544
180000,919950
180000,870645
180000,245561
180000,549152
180000,438583
180000,692097
180000,665734
180000,248823
180000,913175
180000,614664
180000,144753
180000,682008
180000,733590
180000,868191
180000,247197
180000,293505
180000,643451
180000,589943
180000,491890
180000,919160
180000,231248
180000,869184
180000,895602
180000,543202
180000,186393
180000,328577
180000,840881
180000,740968
180000,143447
180000,432980
180000,212430
180000,620646
180000,293202
180000,912926
180000,166934
180000,224805
180000,935693
180000,854677
180000,463012
180000,176883
180000,903812
180000,716463
180000,806793
180000,698752
180000,110169
180000,265670
180000,668789
180000,800377
180000,592420
180000,645403
180000,438659
180000,212215
180000,150702
180000,453419
180000,744009
180000,117258
180000,914393
180000,916363
180000,593611
180000,153823
180000,108807
180000,832295
180000,579693
180000,126289
180000,415757
180000,238635
180000,114826
180000,268120
180000,945641
180000,701542
180000,621300
180000,733367
180000,212240
180000,820682
180000,558946
180000,162802
180000,141837
180000,343905
180000,974052
180000,513607
180000,595869
180000,513540
180000,750557
180000,899979
180000,809190
180000,466218
180000,496809
180000,588394
180000,314827
180000,724196
180000,165136
180000,955722
180000,752733
180000,494345
180000,468796
180000,403920
180000,167756
180000,452407
180000,476482
180000,561090
180000,660971
180000,291201
180000,109961
180000,870192
180000,291806
180000,757702
180000,190877
180000,699560
180000,978735
180000,107014
180000,264290
180000,819956
180000,578616
180000,832615
180000,148624
180000,782117
180000,672204
180000,923007
180000,742105
180000,158990
180000,940624
180000,977781
180000,335847
180000,753051
180000,802033
180000,677443
180000,929917
180000,965222
180000,931969
180000,945980
180000,550829
180000,555331
180000,171643
180000,515949
180000,429962
180000,365600
180000,436167
180000,804684
180000,210119
180000,998002
180000,211528
180000,573368
180000,482217
180000,839465
180000,581172
180000,772332
180000,495289
180000,435211
180000,615524
180000,175234
180000,617921
180000,705225
180000,239952
180000,969681
180000,829804
180000,594501
180000,224795
180000,359252
180000,455340
180000,971683
180000,902350
180000,657000
180000,114098
180000,772772
180000,410409
180000,543241
180000,725036
180000,561990
180000,690909
180000,338756
180000,563291
180000,117121
180000,520986
180000,972361
180000,148358
180000,848340
180000,227010
180000,876735
180000,121412
180000,238847
180000,520765
180000,390037
180000,791491
180000,395242
180000,860106
180000,391817
180000,642126
180000,298652
180000,276818
180000,272721
180000,110676
180000,652779
180000,659599
180000,634259
180000,566194
180000,724192
180000,690716
180000,241435
180000,629563
180000,204041
180000,421477
180000,132904
180000,605164
180000,862566
180000,527981
180000,568315
180000,541132
180000,294928
180000,211143
180000,193828
180000,947342
180000,569155
180000,287745
180000,333010
180000,311296
180000,531246
180000,501407
180000,991213
180000,749060
180000,830547
180000,185732
180000,918178
180000,400329
180000,155433
180000,398305
180000,499041
180000,976015
180000,281219
180000,984730
180000,684670
180000,613495
180000,402143
180000,431871
180000,298236
180000,677980
180000,623152
180000,505370
180000,929001
180000,612815
180000,792562
180000,714679
180000,815313
180000,147804
180000,502403
180000,341023
180000,390288
180000,815087
180000,197509
180000,227552
180000,187103
180000,697232
180000,277834
180000,302502
180000,936646
180000,501804
180000,230897
180000,852816
180000,454554
180000,517517
180000,246244
180000,546100
180000,884806
180000,643773
180000,201413
180000,254416
180000,333105
180000,442032
180000,430040
180000,885198
180000,392434
180000,851138
180000,453826
180000,852979
180000,774763
180000,300079
180000,228096
180000,688633
180000,427650
180000,740579
180000,437539
180000,930099
180000,221607
180000,898740
180000,153432
180000,231541
180000,914921
180000,510888
180000,706429
180000,995860
180000,824259
180000,466041
180000,708920
180000,513474
180000,865180
180000,190238
180000,971766
180000,465691
180000,223615
180000,633797
180000,292134
180000,515281
180000,222597
180000,308543
180000,815044
180000,239984
180000,746756
180000,252979
180000,885656
180000,957670
180000,548886
180000,650547
180000,450835
180000,116479
180000,531745
180000,589174
180000,932771
180000,392515
180000,729019
180000,357772
180000,762763
180000,406741
180000,903299
180000,559711
180000,247165
180000,584496
180000,879729
180000,643771
180000,754338
180000,323954
180000,547729
180000,371064
180000,243909
180000,169430
180000,762703
180000,572737
180000,681800
180000,665493
180000,715023
180000,214151
180000,565177
180000,972868
180000,584371
180000,198629
180000,926570
180000,308064
180000,351858
180000,421809
180000,923213
180000,533561
180000,121774
180000,503557
180000,111206
180000,306599
180000,626607
180000,118391
180000,739562
180000,997407
180000,644130
180000,916496
180000,892263
180000,558806
180000,380712
180000,380622
180000,405090
180000,635568
180000,441251
180000,360648
180000,909939
180000,119951
180000,750340
180000,932334
180000,754527
180000,303847
180000,620360
180000,592095
180000,448204
180000,278606
180000,143191
180000,789983
180000,156577
180000,547480
180000,986217
180000,271286
180000,107242
180000,938395
180000,124951
180000,580706
180000,851435
180000,237732
180000,966745
180000,552226
180000,222175
180000,457412
180000,447337
180000,544568
180000,495655
180000,499204
180000,754414
180000,473856
180000,531708
180000,246905
180000,856808
180000,516040
180000,630434
180000,485523
180000,724669
180000,142854
180000,658690
180000,739682
180000,302860
180000,178211
180000,721990
180000,393860
180000,347257
180000,302062
180000,497441
180000,748956
180000,457837
180000,492985
180000,894451
180000,760251
180000,624900
180000,188621
180000,559379
180000,839474
180000,787985
180000,206865
180000,325165
180000,488078
180000,436381
180000,710542
180000,231240
180000,479643
180000,312925
180000,802008
180000,556301
180000,838932
180000,674947
180000,719918
180000,980730
180000,909607
180000,223496
180000,658307
180000,206974
180000,108005
180000,993839
180000,168298
180000,836866
180000,703058
180000,391043
180000,420207
180000,645643
180000,342774
180000,825426
180000,527203
180000,539965
180000,295158
180000,323550
180000,916050
180000,489226
180000,727063
180000,381067
180000,136437
180000,885849
180000,360415
180000,529451
180000,339550
180000,363528
180000,715622
180000,994126
180000,858350
180000,394949
180000,716941
180000,193800
180000,602386
180000,921934
180000,542254
180000,652218
180000,617367
180000,213966
180000,577125
180000,123146
180000,468715
180000,706766
180000,988309
180000,149623
180000,294680
180000,731634
180000,574960
180000,294225
180000,184318
180000,402225
180000,896526
180000,553571
180000,997306
180000,549647
180000,941927
180000,220435
180000,870635
180000,748169
180000,920457
180000,682617
180000,441061
180000,716914
180000,661454
180000,955543
180000,654397
180000,231403
180000,598103
180000,247082
180000,384488
180000,852623
180000,309832
180000,392041
180000,487177
180000,497663
180000,774999
180000,301196
180000,827936
180000,845937
180000,581613
180000,886428
180000,783340
180000,680349
180000,662127
180000,809068
180000,995980
180000,179528
180000,500292
180000,354791
180000,778608
180000,502018
180000,946566
180000,127996
180000,545783
180000,328124
180000,884816
180000,889568
180000,693431
180000,426127
180000,311851
180000,811386
180000,636801
180000,160094
180000,835397
180000,843599
180000,667912
180000,898922
180000,501939
180000,636010
180000,484210
180000,567295
180000,412393
180000,878899
180000,233149
180000,842322
180000,833615
180000,794239
180000,724797
180000,750603
180000,268211
180000,831464
180000,628735
180000,142687
180000,524798
180000,996462
180000,531275
180000,822928
180000,590340
180000,707228
180000,829512
180000,551746
180000,157520
180000,942345
180000,359861
180000,254006
180000,175395
180000,837019
180000,363837
180000,522320
180000,433528
180000,564483
180000,441948
180000,343641
180000,635269
180000,703944
180000,293864
180000,347149
180000,402677
387074,829455
387074,459486
162837,443634
365150,988525
365150,404290
365150,879103
906568,514041
906568,305126
397459,354993
397459,545611
397459,314363
397459,834179
397459,932715
397459,514026
397459,940825
397459,777617
397459,222200
397459,981167
397459,569308
397459,864659
397459,123653
397459,614966
397459,709621
397459,139269
397459,893870
397459,832615
397459,920495
397459,369995
397459,550887
397459,207807
397459,567498
397459,714989
397459,383111
397459,318692
397459,384078
397459,918178
397459,154482
397459,702632
397459,542492
397459,287001
397459,949898
397459,310114
397459,587313
397459,606943
397459,503571
397459,634148
397459,502109
397459,516858
397459,319259
397459,269718
397459,813314
397459,496148
397459,723214
397459,321655
397459,847447
397459,891677
397459,143959
397459,749299
397459,814223
397459,363244
397459,527203
397459,256979
397459,709925
397459,283466
397459,435577
397459,373528
397459,323361
397459,873376
397459,460972
397459,741734
397459,758120
397459,808002
397459,772203
397459,982348
397459,453694
397459,441793
397459,210222
305057,579703
305057,737368
305057,498347
305057,460355
466218,924197
466218,606888
466218,663869
466218,169983
466218,971644
466218,181268
466218,521813
466218,810514
466218,273534
466218,335208
466218,586063
466218,519842
466218,468884
466218,449221
466218,611132
466218,864659
466218,126289
466218,499176
466218,618828
466218,820682
466218,627479
466218,514683
466218,808303
466218,551844
466218,149052
466218,776127
466218,372673
466218,545494
466218,659794
466218,190877
466218,892400
466218,774792
466218,427959
466218,347985
466218,211664
466218,902311
466218,514926
466218,951739
466218,352328
466218,909642
466218,356430
466218,161914
466218,981702
466218,394708
466218,817519
466218,508104
466218,209919
466218,960663
466218,155433
466218,834770
466218,617355
466218,182974
466218,697232
466218,676555
466218,254729
466218,487210
466218,593686
466218,760338
466218,930099
466218,313679
466218,797182
466218,122855
466218,238312
466218,323954
466218,451333
466218,575443
466218,623531
466218,838536
466218,990195
466218,472742
466218,340834
466218,167619
466218,677368
466218,556769
466218,532031
466218,614243
466218,555873
466218,828798
466218,828239
466218,519978
466218,269190
466218,605436
466218,708464
466218,894046
466218,455313
466218,567295
466218,763500
466218,189807
466218,231915
704962,184650
704962,464366
704962,142347
704962,809235
704962,939566
704962,411536
704962,378083
704962,254952
704962,491445
704962,596974
704962,570304
704962,995189
704962,355690
704962,977781
704962,784821
704962,123657
704962,559688
704962,221613
704962,138047
704962,951813
704962,843348
704962,953398
704962,668313
704962,724669
704962,855578
704962,592918
704962,775294
704962,277846
704962,828661
704962,439491
704962,903965
704962,613879
581483,845049
574071,225284
574071,838399
574071,249727
574071,442346
574071,107299
574071,425646
574071,937822
574071,704343
574071,875168
574071,750492
574071,568854
574071,311521
847917,776187
847917,837904
847917,227156
476850,158401
476850,334148
476850,875201
476850,857880
476850,182239
476850,520754
476850,826472
476850,913884
476850,691761
476850,269718
476850,382124
476850,185118
476850,435577
476850,767628
476850,125279
476850,255155
476850,614193
476850,968533
476850,380527
146605,362770
372639,968414
372639,635182
372639,995051
372639,267299
372639,666546
372639,889115
372639,312010
372639,398556
372639,327886
372639,881336
372639,533540
372639,881041
372639,322909
372639,150269
372639,882132
645547,562958
645547,139696
645547,832949
645547,970974
645547,357651
645547,307782
645547,724101
645547,547113
645547,367683
645547,934505
645547,563863
645547,507346
645547,998453
645547,401939
645547,263838
357651,832949
357651,645547
357651,559863
357651,934505
357651,745689
357651,331127
395381,185674
395381,921213
696946,513747
696946,429331
696946,632871
696946,861899
696946,683651
696946,231081
696946,158840
696946,745333
696946,923896
123984,412756
123984,327628
123984,752733
166911,508476
166911,235881
166911,890266
166911,214666
166911,558946
166911,372673
166911,804509
166911,254936
166911,200277
166911,547211
166911,108352
166911,131003
166911,785090
166911,540934
166911,837846
166911,474364
166911,879763
166911,252326
166911,196578
166911,395016
166911,472742
166911,681124
166911,696145
166911,123146
166911,562491
166911,598103
166911,794239
166911,986249
597030,723902
597030,962608
597030,483355
312915,694374
312915,990859
312915,829098
312915,201429
312915,662335
312915,528658
312915,396896
312915,700146
312915,709504
312915,461403
312915,296110
312915,767752
312915,893673
312915,890971
312915,208384
805962,938521
805962,579703
805962,556398
805962,240145
805962,514026
805962,143447
805962,496507
805962,637852
805962,550192
805962,653174
805962,764724
805962,227010
805962,847930
805962,855998
336925,621900
336925,284095
693427,186722
693427,457658
693427,355122
171938,626883
171938,181268
171938,431689
171938,189141
171938,356816
124125,562958
124125,791592
124125,267626
124125,347245
124125,209673
124125,965281
124125,665243
124125,586957
124125,889834
124125,743682
124125,266769
124125,591086
124125,362770
124125,143906
124125,979189
124125,479130
124125,929364
124125,784358
124125,756131
124125,370528
124125,788426
124125,153738
124125,392983
833998,183196
919293,354239
916404,453994
916404,218414
916404,990201
916404,231536
916404,122164
825089,356697
825089,947074
374923,583353
381334,730556
381334,152304
381334,773810
381334,514855
381334,895279
381334,235517
381334,589699
381334,885849
361237,935794
977146,225284
977146,431096
977146,142263
977146,683121
760140,550955
760140,794343
760140,812232
471818,726144
471818,335208
471818,132333
471818,879103
471818,948618
471818,589699
512629,325640
458526,440890
150476,492825
150476,916050
156307,314145
156307,729019
227559,395777
865639,313802
865639,142237
865639,115886
865639,578439
865639,777617
865639,760288
865639,989222
865639,384576
865639,874055
865639,991634
865639,277730
865639,900740
865639,203919
865639,699469
865639,155593
865639,227784
865639,623531
865639,143332
865639,372638
865639,564139
865639,196057
192266,307937
192266,663869
192266,152304
192266,169983
192266,971644
192266,181268
192266,347280
192266,335208
192266,438583
192266,407462
192266,821239
192266,668789
192266,678455
192266,126289
192266,129766
192266,514683
192266,466218
192266,773810
192266,533896
192266,676555
192266,604386
192266,915566
192266,621184
192266,547480
192266,589699
192266,774328
192266,452303
192266,556769
192266,885849
750049,225295
750049,681219
750049,340291
750049,259130
750049,521292
750049,367297
750049,578439
750049,879564
750049,268120
750049,733367
750049,795621
750049,633731
750049,514786
750049,945143
750049,873484
750049,822342
750049,186880
750049,965222
750049,550192
750049,460620
750049,207807
750049,930530
750049,335690
750049,496264
750049,317013
750049,278089
750049,903299
750049,605640
750049,351858
750049,644130
750049,739048
750049,260190
750049,447337
750049,932748
750049,846245
750049,792090
750049,204244
780757,464366
780757,549152
780757,117258
780757,429109
780757,401321
780757,148624
780757,951739
780757,693608
780757,178973
780757,542492
780757,113964
780757,520754
780757,605640
780757,613879
833589,431096
833589,780633
833589,491445
833589,451185
833589,863609
929945,186880
879080,251056
879080,559842
879080,465725
879080,967285
884867,176883
884867,506129
884867,228001
884867,239500
884867,636083
884867,788991
884867,853116
604008,513426
604008,525221
604008,307038
604008,738261
604008,705786
604008,147975
604008,231747
604008,412027
604008,954636
604008,138226
604008,959269
604008,692378
604008,622217
562149,381632
562149,118675
562149,426751
562149,142237
562149,921884
562149,848469
562149,329091
562149,531175
562149,633917
562149,106403
562149,342889
562149,449192
562149,742541
562149,385089
562149,957476
562149,627699
562149,142263
562149,151519
562149,794585
562149,982601
562149,735147
562149,108184
562149,269434
562149,308684
562149,307101
562149,244193
562149,990859
562149,738062
562149,431596
562149,421228
562149,328761
562149,347280
562149,446867
562149,377083
562149,887272
562149,209673
562149,712723
562149,158401
562149,549152
562149,438583
562149,906212
562149,514026
562149,312454
562149,733590
562149,303168
562149,274668
562149,481934
562149,549599
562149,543202
562149,639335
562149,740968
562149,597817
562149,429275
562149,806512
562149,496507
562149,168109
562149,123137
562149,294986
562149,195838
562149,936680
562149,472372
562149,452929
562149,117258
562149,567075
562149,453994
562149,864659
562149,123653
562149,786155
562149,121827
562149,637852
562149,721722
562149,996812
562149,114826
562149,527017
562149,356367
562149,231869
562149,664976
562149,212240
562149,820682
562149,762317
562149,579139
562149,347733
562149,464725
562149,119324
562149,801568
562149,974052
562149,514683
562149,668581
562149,156064
562149,725665
562149,715459
562149,466218
562149,851784
562149,808303
562149,716338
562149,757435
562149,410101
562149,591977
562149,917852
562149,873484
562149,372673
562149,491535
562149,752733
562149,494345
562149,442466
562149,865103
562149,132333
562149,757702
562149,312277
562149,208938
562149,662456
562149,909034
562149,494753
562149,578616
562149,464518
562149,143812
562149,569845
562149,948600
562149,675870
562149,672204
562149,700089
562149,742105
562149,390729
562149,912184
562149,504260
562149,436167
562149,319293
562149,951739
562149,495289
562149,337023
562149,345206
562149,633935
562149,398651
562149,408960
562149,753001
562149,311635
562149,575909
562149,184054
562149,455340
562149,971683
562149,415263
562149,796529
562149,430368
562149,543241
562149,872233
562149,117121
562149,520986
562149,631349
562149,121412
562149,106717
562149,167065
562149,785090
562149,391817
562149,298652
562149,322079
562149,818459
562149,496264
562149,337708
562149,437826
562149,559688
562149,568315
562149,173621
562149,877795
562149,295090
562149,679415
562149,155433
562149,663185
562149,312010
562149,815844
562149,794772
562149,610094
562149,793510
562149,216658
562149,206263
562149,978063
562149,182239
562149,362770
562149,780005
562149,310174
562149,425753
562149,755476
562149,530041
562149,277834
562149,183878
562149,520754
562149,457673
562149,884444
562149,254729
562149,137259
562149,192753
562149,860231
562149,297440
562149,804876
562149,334212
562149,305075
562149,805400
562149,828064
562149,856878
562149,930099
562149,852819
562149,872330
562149,479990
562149,922803
562149,344253
562149,308543
562149,789315
562149,239984
562149,746756
562149,122855
562149,957670
562149,481852
562149,458148
562149,343382
562149,915566
562149,762763
562149,559893
562149,318514
562149,516106
562149,796072
562149,840547
562149,770249
562149,858252
562149,103064
562149,938255
562149,614034
562149,295057
562149,620144
562149,385781
562149,386766
562149,451725
562149,161990
562149,505743
562149,768583
562149,778620
562149,801070
562149,862062
562149,780900
562149,604174
562149,447273
562149,146793
562149,751511
562149,863443
562149,529292
562149,879342
562149,393412
562149,441555
562149,602247
562149,537036
562149,323317
562149,348690
562149,373038
562149,296173
